1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
1;3;25;20;750;50
